,timestamp,open,high,low,close,volume
13466,2025.01.15 10:45:00,1.02978,1.03,1.02944,1.02966,1035
13467,2025.01.15 11:00:00,1.02966,1.03069,1.02962,1.03014,1322
13468,2025.01.15 11:15:00,1.03014,1.0307,1.03002,1.03053,1360
13469,2025.01.15 11:30:00,1.03054,1.0313,1.03053,1.0311,1278
13470,2025.01.15 11:45:00,1.0311,1.03131,1.03081,1.03098,1331
13471,2025.01.15 12:00:00,1.03098,1.03141,1.03083,1.03103,1071
13472,2025.01.15 12:15:00,1.03103,1.03113,1.03049,1.0306,1131
13473,2025.01.15 12:30:00,1.0306,1.03063,1.03009,1.03039,906
13474,2025.01.15 12:45:00,1.03039,1.03095,1.03038,1.03075,909
13475,2025.01.15 13:00:00,1.03075,1.03122,1.03065,1.03121,887
13476,2025.01.15 13:15:00,1.03121,1.03122,1.03054,1.03082,928
13477,2025.01.15 13:30:00,1.03082,1.03084,1.03005,1.03021,1076
13478,2025.01.15 13:45:00,1.03021,1.03039,1.02997,1.03013,1107
13479,2025.01.15 14:00:00,1.03013,1.03065,1.03004,1.03048,1255
13480,2025.01.15 14:15:00,1.03048,1.03059,1.0302,1.03031,1117
13481,2025.01.15 14:30:00,1.03031,1.03054,1.03012,1.0302,1106
13482,2025.01.15 14:45:00,1.0302,1.03028,1.02936,1.03,1407
13483,2025.01.15 15:00:00,1.03,1.03011,1.02963,1.0297,1422
13484,2025.01.15 15:15:00,1.0297,1.03049,1.02967,1.02989,1575
13485,2025.01.15 15:30:00,1.02989,1.03546,1.02978,1.03292,5505
13486,2025.01.15 15:45:00,1.03292,1.03505,1.03274,1.03445,4061
13487,2025.01.15 16:00:00,1.03445,1.03457,1.03285,1.03341,3129
13488,2025.01.15 16:15:00,1.03341,1.03442,1.03294,1.03408,2929
13489,2025.01.15 16:30:00,1.03408,1.03452,1.03286,1.03335,2778
13490,2025.01.15 16:45:00,1.03335,1.03388,1.03252,1.03275,3270
13491,2025.01.15 17:00:00,1.03275,1.03275,1.03101,1.03232,2629
13492,2025.01.15 17:15:00,1.03232,1.03281,1.03178,1.03263,2319
13493,2025.01.15 17:30:00,1.03263,1.0331,1.0314,1.03149,2425
13494,2025.01.15 17:45:00,1.03149,1.03155,1.0299,1.03061,3090
13495,2025.01.15 18:00:00,1.03061,1.03078,1.02894,1.02944,2564
13496,2025.01.15 18:15:00,1.02944,1.02957,1.02863,1.02891,2071
13497,2025.01.15 18:30:00,1.02891,1.02892,1.02586,1.02769,2987
13498,2025.01.15 18:45:00,1.02769,1.02825,1.02747,1.02811,1594
13499,2025.01.15 19:00:00,1.02811,1.0292,1.02809,1.02858,1661
13500,2025.01.15 19:15:00,1.02859,1.02891,1.02827,1.02858,1328
13501,2025.01.15 19:30:00,1.02859,1.02933,1.02845,1.02895,1072
13502,2025.01.15 19:45:00,1.02895,1.02898,1.02825,1.02858,1001
13503,2025.01.15 20:00:00,1.02858,1.029,1.02847,1.02863,1232
13504,2025.01.15 20:15:00,1.02863,1.02923,1.02857,1.02904,917
13505,2025.01.15 20:30:00,1.02905,1.02929,1.02882,1.0292,743
13506,2025.01.15 20:45:00,1.0292,1.02929,1.02901,1.02922,466
13507,2025.01.15 21:00:00,1.02922,1.0293,1.02893,1.02909,509
13508,2025.01.15 21:15:00,1.02909,1.02935,1.02892,1.02926,637
13509,2025.01.15 21:30:00,1.02926,1.02947,1.02897,1.02907,736
13510,2025.01.15 21:45:00,1.02907,1.02942,1.02907,1.02932,651
13511,2025.01.15 22:00:00,1.02932,1.02938,1.02903,1.02927,673
13512,2025.01.15 22:15:00,1.02927,1.02975,1.02926,1.02973,607
13513,2025.01.15 22:30:00,1.02973,1.0299,1.02956,1.02957,561
13514,2025.01.15 22:45:00,1.02958,1.02976,1.02947,1.02959,715
13515,2025.01.15 23:00:00,1.02959,1.02963,1.02936,1.02946,328
13516,2025.01.15 23:15:00,1.02945,1.02948,1.02901,1.02903,197
13517,2025.01.15 23:30:00,1.02902,1.02908,1.02881,1.02892,210
13518,2025.01.15 23:45:00,1.02892,1.02907,1.0289,1.02902,350
13519,2025.01.16 00:00:00,1.02857,1.02892,1.02835,1.02888,260
13520,2025.01.16 00:15:00,1.02893,1.02918,1.02845,1.02905,193
13521,2025.01.16 00:30:00,1.02905,1.02909,1.02904,1.02908,45
13522,2025.01.16 00:45:00,1.02908,1.02928,1.029,1.02913,134
13523,2025.01.16 01:00:00,1.0291,1.02939,1.02898,1.0291,273
13524,2025.01.16 01:15:00,1.02912,1.02943,1.02905,1.02938,312
13525,2025.01.16 01:30:00,1.02939,1.02947,1.02928,1.02943,284
13526,2025.01.16 01:45:00,1.02943,1.02957,1.02935,1.02953,363
13527,2025.01.16 02:00:00,1.02953,1.02963,1.02926,1.02928,442
13528,2025.01.16 02:15:00,1.02928,1.02944,1.02905,1.02944,418
13529,2025.01.16 02:30:00,1.02944,1.02998,1.02944,1.0298,857
13530,2025.01.16 02:45:00,1.0298,1.02996,1.02849,1.02989,1455
13531,2025.01.16 03:00:00,1.02989,1.02995,1.02943,1.02949,970
13532,2025.01.16 03:15:00,1.02949,1.02956,1.02913,1.02927,954
13533,2025.01.16 03:30:00,1.02927,1.02979,1.02927,1.02974,1204
13534,2025.01.16 03:45:00,1.02974,1.02983,1.02878,1.02898,1036
13535,2025.01.16 04:00:00,1.02898,1.02933,1.02878,1.02896,1400
13536,2025.01.16 04:15:00,1.02896,1.02897,1.0285,1.02877,701
13537,2025.01.16 04:30:00,1.02876,1.02922,1.0287,1.02919,621
13538,2025.01.16 04:45:00,1.0292,1.0292,1.02861,1.02871,532
13539,2025.01.16 05:00:00,1.02871,1.02885,1.02855,1.02872,594
13540,2025.01.16 05:15:00,1.02872,1.02875,1.02848,1.02854,427
13541,2025.01.16 05:30:00,1.02854,1.02867,1.02851,1.0286,420
13542,2025.01.16 05:45:00,1.02861,1.0289,1.02849,1.02889,319
13543,2025.01.16 06:00:00,1.02889,1.02938,1.02889,1.02928,390
13544,2025.01.16 06:15:00,1.02929,1.02933,1.02893,1.02894,390
13545,2025.01.16 06:30:00,1.02894,1.0293,1.02856,1.0288,553
13546,2025.01.16 06:45:00,1.02879,1.02886,1.02862,1.02872,294
13547,2025.01.16 07:00:00,1.02872,1.02874,1.02851,1.02851,447
13548,2025.01.16 07:15:00,1.02851,1.02861,1.02836,1.02859,482
13549,2025.01.16 07:30:00,1.02859,1.02859,1.02822,1.02831,567
13550,2025.01.16 07:45:00,1.0283,1.02835,1.02811,1.02826,568
13551,2025.01.16 08:00:00,1.02825,1.0285,1.02824,1.02842,660
13552,2025.01.16 08:15:00,1.02842,1.02893,1.02838,1.02885,639
13553,2025.01.16 08:30:00,1.02885,1.02886,1.02843,1.02856,669
13554,2025.01.16 08:45:00,1.02855,1.02896,1.02845,1.02888,704
13555,2025.01.16 09:00:00,1.02888,1.02983,1.0286,1.02983,1639
13556,2025.01.16 09:15:00,1.02983,1.02994,1.02941,1.02951,1184
13557,2025.01.16 09:30:00,1.02951,1.03015,1.0295,1.02961,1024
13558,2025.01.16 09:45:00,1.0296,1.02991,1.02947,1.02976,1072
13559,2025.01.16 10:00:00,1.02976,1.03002,1.02928,1.02929,1436
13560,2025.01.16 10:15:00,1.02929,1.02989,1.02891,1.0293,1616
13561,2025.01.16 10:30:00,1.0293,1.02966,1.02882,1.02939,1539
13562,2025.01.16 10:45:00,1.02939,1.02969,1.02934,1.02959,1224
13563,2025.01.16 11:00:00,1.02959,1.02973,1.0289,1.0292,1431
13564,2025.01.16 11:15:00,1.0292,1.02989,1.02918,1.02943,1070
13565,2025.01.16 11:30:00,1.02943,1.02962,1.02826,1.02831,1278
13566,2025.01.16 11:45:00,1.02831,1.02875,1.02818,1.02863,1448
13567,2025.01.16 12:00:00,1.02863,1.02906,1.0283,1.02903,957
13568,2025.01.16 12:15:00,1.02903,1.02961,1.02879,1.02922,1033
13569,2025.01.16 12:30:00,1.02922,1.02939,1.02882,1.02889,847
13570,2025.01.16 12:45:00,1.02889,1.02906,1.0285,1.02858,1041
13571,2025.01.16 13:00:00,1.02858,1.02887,1.02841,1.02879,1001
13572,2025.01.16 13:15:00,1.02879,1.02905,1.02861,1.0288,796
13573,2025.01.16 13:30:00,1.0288,1.02897,1.02858,1.02881,893
13574,2025.01.16 13:45:00,1.02881,1.02919,1.02881,1.02902,1037
13575,2025.01.16 14:00:00,1.02902,1.02902,1.02827,1.02829,903
13576,2025.01.16 14:15:00,1.02828,1.02856,1.02723,1.02747,1337
13577,2025.01.16 14:30:00,1.02747,1.02754,1.02643,1.02649,1862
13578,2025.01.16 14:45:00,1.02649,1.0274,1.02647,1.0272,1613
13579,2025.01.16 15:00:00,1.0272,1.02754,1.02678,1.0274,1564
13580,2025.01.16 15:15:00,1.0274,1.02742,1.02617,1.02617,1771
13581,2025.01.16 15:30:00,1.02617,1.0282,1.026,1.02788,3978
13582,2025.01.16 15:45:00,1.02788,1.02852,1.02752,1.02816,2516
13583,2025.01.16 16:00:00,1.02816,1.02816,1.02706,1.0273,1976
13584,2025.01.16 16:15:00,1.0273,1.02768,1.02703,1.02748,1841
13585,2025.01.16 16:30:00,1.02748,1.02773,1.0268,1.02773,2143
13586,2025.01.16 16:45:00,1.02773,1.02839,1.02765,1.02792,1932
13587,2025.01.16 17:00:00,1.02792,1.03042,1.02743,1.0292,3904
13588,2025.01.16 17:15:00,1.0292,1.03043,1.02884,1.02985,3191
13589,2025.01.16 17:30:00,1.02984,1.03057,1.02946,1.03013,2666
13590,2025.01.16 17:45:00,1.03013,1.03022,1.02945,1.03009,2931
13591,2025.01.16 18:00:00,1.03009,1.03115,1.02902,1.02923,2991
13592,2025.01.16 18:15:00,1.02924,1.03025,1.02862,1.02994,3022
13593,2025.01.16 18:30:00,1.02994,1.03115,1.02985,1.03065,2019
13594,2025.01.16 18:45:00,1.03065,1.03084,1.02996,1.03025,2008
13595,2025.01.16 19:00:00,1.03025,1.03063,1.02976,1.03055,1667
13596,2025.01.16 19:15:00,1.03055,1.03151,1.03003,1.03128,2176
13597,2025.01.16 19:30:00,1.03128,1.03136,1.03028,1.0303,1313
13598,2025.01.16 19:45:00,1.0303,1.0303,1.02942,1.02966,1406
13599,2025.01.16 20:00:00,1.02966,1.03027,1.02954,1.03027,905
13600,2025.01.16 20:15:00,1.03028,1.03028,1.02973,1.02981,772
13601,2025.01.16 20:30:00,1.02981,1.02981,1.02937,1.02953,921
13602,2025.01.16 20:45:00,1.02952,1.03007,1.02948,1.03002,789
13603,2025.01.16 21:00:00,1.03002,1.03062,1.02976,1.03053,1111
13604,2025.01.16 21:15:00,1.03054,1.03077,1.03,1.0301,940
13605,2025.01.16 21:30:00,1.0301,1.03054,1.02989,1.03025,660
13606,2025.01.16 21:45:00,1.03026,1.03053,1.02997,1.03018,806
13607,2025.01.16 22:00:00,1.03018,1.03019,1.02975,1.02981,682
13608,2025.01.16 22:15:00,1.02982,1.03017,1.02978,1.03011,535
13609,2025.01.16 22:30:00,1.03013,1.03038,1.02987,1.02994,525
13610,2025.01.16 22:45:00,1.02995,1.03012,1.02972,1.03002,697
13611,2025.01.16 23:00:00,1.03001,1.03002,1.02968,1.0299,380
13612,2025.01.16 23:15:00,1.02991,1.02997,1.02986,1.02996,117
13613,2025.01.16 23:30:00,1.02997,1.03029,1.02997,1.03002,173
13614,2025.01.16 23:45:00,1.03001,1.03037,1.02996,1.03016,495
13615,2025.01.17 00:00:00,1.02955,1.03011,1.02928,1.03001,169
13616,2025.01.17 00:15:00,1.03003,1.03022,1.02991,1.03018,123
13617,2025.01.17 00:30:00,1.03021,1.03024,1.02999,1.03007,117
13618,2025.01.17 00:45:00,1.02989,1.0302,1.02989,1.03012,74
13619,2025.01.17 01:00:00,1.03006,1.03041,1.02999,1.03031,194
13620,2025.01.17 01:15:00,1.03031,1.03045,1.03007,1.03022,167
13621,2025.01.17 01:30:00,1.03022,1.03031,1.03006,1.03012,237
13622,2025.01.17 01:45:00,1.03012,1.03022,1.03008,1.03015,206
13623,2025.01.17 02:00:00,1.03015,1.03019,1.02984,1.02994,374
13624,2025.01.17 02:15:00,1.02993,1.03016,1.02993,1.03008,338
13625,2025.01.17 02:30:00,1.03008,1.03051,1.03008,1.03046,462
13626,2025.01.17 02:45:00,1.03046,1.03066,1.03039,1.03048,839
13627,2025.01.17 03:00:00,1.03048,1.03053,1.03017,1.03039,586
13628,2025.01.17 03:15:00,1.03039,1.03057,1.03024,1.03052,505
13629,2025.01.17 03:30:00,1.03052,1.03075,1.03025,1.03074,616
13630,2025.01.17 03:45:00,1.03074,1.03095,1.03046,1.03052,547
13631,2025.01.17 04:00:00,1.03052,1.03081,1.03038,1.0307,767
13632,2025.01.17 04:15:00,1.03069,1.0309,1.03058,1.0307,455
13633,2025.01.17 04:30:00,1.0307,1.03092,1.03054,1.03063,556
13634,2025.01.17 04:45:00,1.03063,1.03066,1.03032,1.03035,491
13635,2025.01.17 05:00:00,1.03035,1.0305,1.03032,1.03037,469
13636,2025.01.17 05:15:00,1.03036,1.03037,1.03002,1.03017,408
13637,2025.01.17 05:30:00,1.03017,1.03033,1.03014,1.03032,415
13638,2025.01.17 05:45:00,1.03032,1.03034,1.03001,1.03008,312
13639,2025.01.17 06:00:00,1.03008,1.03012,1.02993,1.03004,282
13640,2025.01.17 06:15:00,1.03003,1.03006,1.0298,1.02983,302
13641,2025.01.17 06:30:00,1.02983,1.02986,1.02934,1.02934,409
13642,2025.01.17 06:45:00,1.02934,1.0295,1.02921,1.02939,387
13643,2025.01.17 07:00:00,1.02938,1.02952,1.02933,1.02937,444
13644,2025.01.17 07:15:00,1.02936,1.02943,1.02906,1.0293,395
13645,2025.01.17 07:30:00,1.0293,1.02935,1.02897,1.02897,479
13646,2025.01.17 07:45:00,1.02897,1.02935,1.02876,1.02931,632
13647,2025.01.17 08:00:00,1.02931,1.02939,1.02894,1.02895,525
13648,2025.01.17 08:15:00,1.02895,1.029,1.02853,1.0287,559
13649,2025.01.17 08:30:00,1.0287,1.02898,1.0286,1.02878,587
13650,2025.01.17 08:45:00,1.02878,1.02912,1.02865,1.02903,507
13651,2025.01.17 09:00:00,1.02903,1.02911,1.02829,1.02841,1621
13652,2025.01.17 09:15:00,1.02841,1.02849,1.02802,1.02817,1344
13653,2025.01.17 09:30:00,1.02817,1.02842,1.02777,1.0282,1291
13654,2025.01.17 09:45:00,1.02821,1.02881,1.0282,1.02847,1194
13655,2025.01.17 10:00:00,1.02847,1.0292,1.02847,1.02904,1694
13656,2025.01.17 10:15:00,1.02904,1.02954,1.0289,1.02934,1137
13657,2025.01.17 10:30:00,1.02934,1.02986,1.0293,1.0296,1068
13658,2025.01.17 10:45:00,1.0296,1.02979,1.02921,1.0297,1127
13659,2025.01.17 11:00:00,1.0297,1.0304,1.02962,1.02987,1344
13660,2025.01.17 11:15:00,1.02987,1.03007,1.02945,1.02988,1350
13661,2025.01.17 11:30:00,1.02988,1.03009,1.02921,1.02927,1337
13662,2025.01.17 11:45:00,1.02927,1.02981,1.02894,1.02967,1352
13663,2025.01.17 12:00:00,1.02967,1.03007,1.02965,1.02977,1110
13664,2025.01.17 12:15:00,1.02977,1.03047,1.02974,1.03043,753
13665,2025.01.17 12:30:00,1.03043,1.03048,1.03006,1.03028,830
13666,2025.01.17 12:45:00,1.03028,1.03061,1.03017,1.03038,881
13667,2025.01.17 13:00:00,1.03038,1.03077,1.02988,1.03069,1116
13668,2025.01.17 13:15:00,1.03069,1.03099,1.03051,1.03076,1022
13669,2025.01.17 13:30:00,1.03076,1.03083,1.03006,1.03011,873
13670,2025.01.17 13:45:00,1.0301,1.03049,1.02991,1.03046,1152
13671,2025.01.17 14:00:00,1.03046,1.03065,1.02962,1.03051,1366
13672,2025.01.17 14:15:00,1.03051,1.03052,1.02996,1.03023,940
13673,2025.01.17 14:30:00,1.03023,1.03059,1.02958,1.02958,1315
13674,2025.01.17 14:45:00,1.02958,1.02989,1.02905,1.02931,1542
13675,2025.01.17 15:00:00,1.02931,1.02995,1.0293,1.02969,1548
13676,2025.01.17 15:15:00,1.02969,1.02972,1.02856,1.02865,1706
13677,2025.01.17 15:30:00,1.02865,1.02961,1.0286,1.02953,2271
13678,2025.01.17 15:45:00,1.02953,1.02966,1.02858,1.02903,1585
13679,2025.01.17 16:00:00,1.02903,1.02904,1.02737,1.02744,1520
13680,2025.01.17 16:15:00,1.02744,1.02796,1.02654,1.02792,2745
13681,2025.01.17 16:30:00,1.02792,1.02932,1.02748,1.02845,4001
13682,2025.01.17 16:45:00,1.02845,1.03023,1.02815,1.02986,3346
13683,2025.01.17 17:00:00,1.02986,1.03306,1.02955,1.0324,4026
13684,2025.01.17 17:15:00,1.0324,1.03254,1.03084,1.03145,3127
13685,2025.01.17 17:30:00,1.03145,1.03147,1.02997,1.03064,2443
13686,2025.01.17 17:45:00,1.03064,1.03111,1.02975,1.02992,2564
13687,2025.01.17 18:00:00,1.02992,1.02992,1.02857,1.02906,2193
13688,2025.01.17 18:15:00,1.02906,1.02942,1.02877,1.02939,1728
13689,2025.01.17 18:30:00,1.02939,1.03003,1.02929,1.02987,1445
13690,2025.01.17 18:45:00,1.02988,1.02992,1.02821,1.02864,1476
13691,2025.01.17 19:00:00,1.02864,1.02901,1.02812,1.02882,1445
13692,2025.01.17 19:15:00,1.02883,1.02912,1.02825,1.02838,1257
13693,2025.01.17 19:30:00,1.02838,1.02872,1.0281,1.02824,1211
13694,2025.01.17 19:45:00,1.02823,1.02843,1.02789,1.02808,1032
13695,2025.01.17 20:00:00,1.02808,1.02839,1.02792,1.02835,1025
13696,2025.01.17 20:15:00,1.02836,1.0292,1.02831,1.02847,1044
13697,2025.01.17 20:30:00,1.02847,1.02849,1.02806,1.02837,800
13698,2025.01.17 20:45:00,1.02837,1.02847,1.02801,1.02812,919
13699,2025.01.17 21:00:00,1.02812,1.02842,1.02801,1.02815,832
13700,2025.01.17 21:15:00,1.02815,1.02818,1.02757,1.02779,778
13701,2025.01.17 21:30:00,1.02779,1.02786,1.02727,1.02755,638
13702,2025.01.17 21:45:00,1.02755,1.02778,1.02741,1.02762,930
13703,2025.01.17 22:00:00,1.02762,1.02786,1.02737,1.02746,1070
13704,2025.01.17 22:15:00,1.02746,1.02798,1.02737,1.02792,957
13705,2025.01.17 22:30:00,1.02792,1.02815,1.02743,1.02772,635
13706,2025.01.17 22:45:00,1.02772,1.02773,1.02741,1.02754,661
13707,2025.01.17 23:00:00,1.02753,1.02753,1.027,1.0271,410
13708,2025.01.17 23:15:00,1.02711,1.02723,1.02691,1.02719,197
13709,2025.01.17 23:30:00,1.02719,1.0273,1.02709,1.02723,207
13710,2025.01.17 23:45:00,1.02724,1.02727,1.02682,1.02692,368
13711,2025.01.20 00:00:00,1.02765,1.0278,1.0276,1.02765,49
13712,2025.01.20 00:15:00,1.02765,1.02773,1.027,1.02703,136
13713,2025.01.20 00:30:00,1.02706,1.02731,1.027,1.0273,202
13714,2025.01.20 00:45:00,1.0273,1.028,1.027,1.0274,210
13715,2025.01.20 01:00:00,1.02737,1.02757,1.02673,1.02711,511
13716,2025.01.20 01:15:00,1.0271,1.0272,1.02662,1.02683,404
13717,2025.01.20 01:30:00,1.02684,1.02754,1.0268,1.0273,392
13718,2025.01.20 01:45:00,1.0273,1.02806,1.02726,1.02804,429
13719,2025.01.20 02:00:00,1.02804,1.02901,1.0278,1.02898,794
13720,2025.01.20 02:15:00,1.02898,1.02899,1.02825,1.0283,689
13721,2025.01.20 02:30:00,1.0283,1.02855,1.02828,1.02845,505
13722,2025.01.20 02:45:00,1.02845,1.02871,1.02841,1.02863,576
13723,2025.01.20 03:00:00,1.02863,1.02863,1.02821,1.02845,671
13724,2025.01.20 03:15:00,1.02845,1.02851,1.02806,1.0282,635
13725,2025.01.20 03:30:00,1.0282,1.02849,1.02793,1.02849,596
13726,2025.01.20 03:45:00,1.02849,1.02927,1.02844,1.02904,1057
13727,2025.01.20 04:00:00,1.02904,1.02913,1.02875,1.02903,776
13728,2025.01.20 04:15:00,1.02903,1.02915,1.02871,1.02877,581
13729,2025.01.20 04:30:00,1.02877,1.02922,1.02874,1.02909,609
13730,2025.01.20 04:45:00,1.02909,1.02914,1.02879,1.0291,584
13731,2025.01.20 05:00:00,1.0291,1.02952,1.02908,1.02946,581
13732,2025.01.20 05:15:00,1.02946,1.02961,1.02943,1.02956,498
13733,2025.01.20 05:30:00,1.02956,1.03005,1.02953,1.02971,755
13734,2025.01.20 05:45:00,1.02972,1.03064,1.02972,1.0306,836
13735,2025.01.20 06:00:00,1.0306,1.03072,1.03033,1.03049,709
13736,2025.01.20 06:15:00,1.0305,1.03058,1.03032,1.03038,439
13737,2025.01.20 06:30:00,1.03038,1.03042,1.03022,1.03028,318
13738,2025.01.20 06:45:00,1.03028,1.03043,1.03018,1.03042,332
13739,2025.01.20 07:00:00,1.03042,1.03053,1.03029,1.03036,482
13740,2025.01.20 07:15:00,1.03036,1.03038,1.03023,1.03031,351
13741,2025.01.20 07:30:00,1.03031,1.03063,1.03024,1.03059,311
13742,2025.01.20 07:45:00,1.03059,1.03064,1.03019,1.03027,443
13743,2025.01.20 08:00:00,1.03027,1.03034,1.02997,1.03018,831
13744,2025.01.20 08:15:00,1.03018,1.03062,1.03003,1.03062,573
13745,2025.01.20 08:30:00,1.03062,1.03079,1.03027,1.0303,526
13746,2025.01.20 08:45:00,1.0303,1.03189,1.03026,1.03107,1000
13747,2025.01.20 09:00:00,1.03107,1.03122,1.03071,1.03082,1178
13748,2025.01.20 09:15:00,1.03082,1.03128,1.03061,1.03103,686
13749,2025.01.20 09:30:00,1.03103,1.03179,1.0308,1.03173,1048
13750,2025.01.20 09:45:00,1.03173,1.03185,1.03116,1.03168,1147
13751,2025.01.20 10:00:00,1.03168,1.03177,1.03114,1.03149,1629
13752,2025.01.20 10:15:00,1.03149,1.03163,1.03071,1.03095,1275
13753,2025.01.20 10:30:00,1.03095,1.03138,1.03071,1.03116,1473
13754,2025.01.20 10:45:00,1.03116,1.03131,1.03075,1.031,1173
13755,2025.01.20 11:00:00,1.031,1.0317,1.03095,1.03138,1579
13756,2025.01.20 11:15:00,1.03138,1.03138,1.03055,1.03092,1204
13757,2025.01.20 11:30:00,1.03092,1.03126,1.03053,1.03095,1354
13758,2025.01.20 11:45:00,1.03095,1.03108,1.03053,1.03063,1266
13759,2025.01.20 12:00:00,1.03063,1.03159,1.03063,1.03147,1232
13760,2025.01.20 12:15:00,1.03147,1.03182,1.03135,1.03163,1064
13761,2025.01.20 12:30:00,1.03163,1.03225,1.03159,1.03181,867
13762,2025.01.20 12:45:00,1.03181,1.03196,1.03125,1.03152,881
13763,2025.01.20 13:00:00,1.03152,1.03234,1.0313,1.03227,1023
13764,2025.01.20 13:15:00,1.03227,1.03249,1.03183,1.03213,894
13765,2025.01.20 13:30:00,1.03213,1.03223,1.03181,1.03223,894
13766,2025.01.20 13:45:00,1.03224,1.03264,1.03213,1.03259,764
13767,2025.01.20 14:00:00,1.03259,1.03264,1.03201,1.03205,812
13768,2025.01.20 14:15:00,1.03205,1.03222,1.03152,1.03153,960
13769,2025.01.20 14:30:00,1.03153,1.03256,1.03152,1.03227,1073
13770,2025.01.20 14:45:00,1.03227,1.03231,1.03181,1.03203,1140
13771,2025.01.20 15:00:00,1.03203,1.03203,1.03152,1.03172,1051
13772,2025.01.20 15:15:00,1.03172,1.03186,1.03123,1.03138,908
13773,2025.01.20 15:30:00,1.03138,1.03985,1.03077,1.03805,7085
13774,2025.01.20 15:45:00,1.03805,1.04001,1.03801,1.03979,4632
13775,2025.01.20 16:00:00,1.03979,1.04046,1.03796,1.039,4017
13776,2025.01.20 16:15:00,1.039,1.04031,1.03891,1.04,2736
13777,2025.01.20 16:30:00,1.04,1.043,1.03871,1.04251,3503
13778,2025.01.20 16:45:00,1.04251,1.04277,1.04077,1.04149,3442
13779,2025.01.20 17:00:00,1.04149,1.04295,1.04085,1.04255,2305
13780,2025.01.20 17:15:00,1.04255,1.04299,1.03988,1.04034,2676
13781,2025.01.20 17:30:00,1.04034,1.04094,1.03882,1.03885,2659
13782,2025.01.20 17:45:00,1.03885,1.04029,1.0385,1.04005,2346
13783,2025.01.20 18:00:00,1.04005,1.04057,1.03909,1.03955,1850
13784,2025.01.20 18:15:00,1.03955,1.0403,1.03906,1.04025,1555
13785,2025.01.20 18:30:00,1.04025,1.04043,1.03963,1.04,976
13786,2025.01.20 18:45:00,1.04,1.04013,1.03968,1.03987,810
13787,2025.01.20 19:00:00,1.03987,1.03987,1.03762,1.03769,1247
13788,2025.01.20 19:15:00,1.03769,1.03846,1.03536,1.03705,2592
13789,2025.01.20 19:30:00,1.03705,1.04023,1.037,1.03901,2274
13790,2025.01.20 19:45:00,1.03901,1.03923,1.03832,1.03858,958
13791,2025.01.20 20:00:00,1.03858,1.0393,1.03849,1.03872,537
13792,2025.01.20 20:15:00,1.03872,1.03896,1.03835,1.03858,424
13793,2025.01.20 20:30:00,1.03859,1.03901,1.03833,1.03886,523
13794,2025.01.20 20:45:00,1.03886,1.03966,1.0385,1.03966,515
13795,2025.01.20 21:00:00,1.03966,1.03998,1.0393,1.03934,515
13796,2025.01.20 21:15:00,1.03935,1.03949,1.03906,1.03945,352
13797,2025.01.20 21:30:00,1.03946,1.04021,1.03942,1.04019,349
13798,2025.01.20 21:45:00,1.0402,1.04232,1.0402,1.04208,1127
